cydia repository
http://junesiphone.com/supersecret/,
http://sparkdev.me/,
http://squ1dd13.tk/repo/,
http://tateu.net/repo/,
https://apt.alfhaily.me/,
https://apt.bingner.com/,
https://apt.modmyi.com/,
https://apt.thebigboss.org/repofiles/cydia/,
https://beta.cpdigitaldarkroom.com/,
https://beta.unlimapps.com/,
https://cj81499.github.io/repo/,
https://coolstar.org/publicrepo/,
https://cydia.angelxwind.net/,
https://cydia.ceadd.ca/,
https://cydia.hbang.ws/,
https://cydia.ichitaso.com/,
https://cydia.zodttd.com/repo/cydia/,
https://dunkston.github.io/repo/,
https://evynw.github.io/,
https://exqusic.com/,
https://getdelta.co/,
https://i0s-tweak3r-betas.yourepo.com/,
https://ib-soft.net/cydia/,
https://julioverne.github.io/,
https://karimo299.github.io/repo/,
https://limneos.net/repo/,
https://repo.midnightchips.me/,
https://repo.chariz.io/,
https://repo.cpdigitaldarkroom.com/,
https://repo.dynastic.co/,
https://repo.jed.bz/,
https://repo.nepeta.me/,
https://repo.nullpixel.uk/,
https://repo.packix.com/,
https://rpetri.ch/repo/,
https://xenpublic.incendo.ws/,
https://repo.incendo.ws/,
https://skylerk99.github.io/,
