artist,title
Electric Light Orchestra,Can't Get You Out Of My Head
The Steve Miller Band,Fly Like an Eagle
The Steve Miller Band,Jet Airliner
The Steve Miller Band,Jungle Love
Thomas Dolby,She Blinded Me With Science
